Ç°ºó×ºÃû³Æ	ÊÇ·ñÇ°×º	ÎåÐÐÊôÐÔÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷	½ü³ÌÎäÆ÷	°µÆ÷	¿ø¼×	½äÖ¸	ÏîÁ´	Ñ¥×Ó	Ñü´ø	Í·¿ø	»¤Íó	Ñü×¹	Âí
T¨ng S¸t th­¬ng hÖ Kim	0	0	3	168	240	260	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	150000	300000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Kim	0	0	4	168	260	280	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	150000	300000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Kim	0	0	5	168	280	300	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	150000	300000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Kim	0	0	6	168	300	360	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	150000	300000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Kim	0	0	7	168	360	420	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	150000	300000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Kim	0	0	8	168	420	480	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	150000	300000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Kim	0	0	9	168	480	540	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	150000	300000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Kim	0	0	10	168	540	600	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	150000	300000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thñy	0	2	1	169	201	220	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	300000	600000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thñy	0	2	2	169	220	240	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	300000	600000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thñy	0	2	3	169	240	260	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	300000	600000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thñy	0	2	4	169	260	280	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	300000	600000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thñy	0	2	5	169	280	300	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	300000	600000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thñy	0	2	6	169	300	360	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	300000	600000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thñy	0	2	7	169	360	420	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	300000	600000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thñy	0	2	8	169	420	480	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	300000	600000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thñy	0	2	9	169	480	540	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	300000	600000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thñy	0	2	10	169	540	600	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	300000	600000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Háa	0	3	1	170	201	220	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Háa	0	3	2	170	220	240	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Háa	0	3	3	170	240	260	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Háa	0	3	4	170	260	280	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Háa	0	3	5	170	280	300	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Háa	0	3	6	170	300	360	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Háa	0	3	7	170	360	420	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Háa	0	3	8	170	420	480	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Háa	0	3	9	170	480	540	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Háa	0	3	10	170	540	600	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ	0	4	1	171	201	220	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ	0	4	2	171	220	240	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ	0	4	3	171	240	260	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ	0	4	4	171	260	280	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ	0	4	5	171	280	300	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ	0	4	6	171	300	360	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ	0	4	7	171	360	420	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ	0	4	8	171	420	480	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ	0	4	9	171	480	540	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Thæ	0	4	10	171	540	600	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	240000	500000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	1	172	41	45	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	120000	240000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	2	172	45	50	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	120000	240000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	3	172	50	55	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	120000	240000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	4	172	55	60	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	120000	240000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	5	172	60	75	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	120000	240000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	6	172	75	90	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	120000	240000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	7	172	90	105	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	120000	240000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	8	172	105	120	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	120000	240000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	9	172	120	135	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	120000	240000	0	0	0	0	0	0	0	0	0
T¨ng s¸t th­¬ng hÖ Méc	0	1	10	172	135	150	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	120000	240000	0	0	0	0	0	0	0	0	0
