名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID(参数1)	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否快捷键废)	使用后是否消失	金币	是否可放快捷栏	是否有属性	是否立即使用	要求等级相同	要求五行相同	要求幸运相同	要求MagicLevel1相同	要求MagicLevel2相同	要求MagicLevel3相同	要求MagicLevel4相同	要求MagicLevel5相同	要求MagicLevel6相同
同伴修练任务卷轴301	2	1	747	\spr\item\script\item_huangjintupu.spr	38	1	1	去恶霸家地道杀恶霸50个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴302	2	1	748	\spr\item\script\item_huangjintupu.spr	38	1	1	去恶霸家地道杀恶霸100个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴303	2	1	749	\spr\item\script\item_huangjintupu.spr	38	1	1	去恶霸家地道杀恶霸150个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴304	2	1	750	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔一层杀莽汉50个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴305	2	1	751	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔一层杀莽汉100个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴306	2	1	752	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔一层杀莽汉150个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴307	2	1	753	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔二层杀流浪50个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴308	2	1	754	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔二层杀流浪100个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴309	2	1	755	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔二层杀流浪150个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴310	2	1	756	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔三层杀双锋50个,同伴等级要求不低于55级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴311	2	1	757	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔三层杀双锋100个,同伴等级要求不低于55级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴312	2	1	758	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔三层杀双锋150个,同伴等级要求不低于55级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴313	2	1	759	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍山杀猞猁50只,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴314	2	1	760	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍山杀猞猁100只,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴315	2	1	761	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍山杀猞猁150只,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴316	2	1	762	\spr\item\script\item_huangjintupu.spr	38	1	1	去凤眼洞迷宫杀红蝠50只,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴317	2	1	763	\spr\item\script\item_huangjintupu.spr	38	1	1	去凤眼洞迷宫杀红蝠100只,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴318	2	1	764	\spr\item\script\item_huangjintupu.spr	38	1	1	去凤眼洞迷宫杀红蝠150只,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴319	2	1	765	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙眼洞迷宫杀利斧50个,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴320	2	1	766	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙眼洞迷宫杀利斧100个,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴321	2	1	767	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙眼洞迷宫杀利斧150个,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴322	2	1	768	\spr\item\script\item_huangjintupu.spr	38	1	1	去土匪迷宫杀莽汉50个,同伴等级要求不低于25级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴323	2	1	769	\spr\item\script\item_huangjintupu.spr	38	1	1	去土匪迷宫杀莽汉100个,同伴等级要求不低于25级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴324	2	1	770	\spr\item\script\item_huangjintupu.spr	38	1	1	去土匪迷宫杀莽汉150个,同伴等级要求不低于25级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴325	2	1	771	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞一层杀莽汉50个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴326	2	1	772	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞一层杀莽汉100个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴327	2	1	773	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞一层杀莽汉150个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴328	2	1	774	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞二层杀玉面50个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴329	2	1	775	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞二层杀玉面100个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴330	2	1	776	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞二层杀玉面150个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴331	2	1	777	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞三层杀黑巾50个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴332	2	1	778	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞三层杀黑巾100个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴333	2	1	779	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞三层杀黑巾150个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴334	2	1	780	\spr\item\script\item_huangjintupu.spr	38	1	1	去无名洞迷宫杀长枪50个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴335	2	1	781	\spr\item\script\item_huangjintupu.spr	38	1	1	去无名洞迷宫杀长枪100个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴336	2	1	782	\spr\item\script\item_huangjintupu.spr	38	1	1	去无名洞迷宫杀长枪150个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴337	2	1	783	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙泉村外杀白猪50只,同伴等级要求不低于1级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴338	2	1	784	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙泉村外杀白猪100只,同伴等级要求不低于1级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴339	2	1	785	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙泉村外杀白猪150只,同伴等级要求不低于1级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴340	2	1	786	\spr\item\script\item_huangjintupu.spr	38	1	1	去临安城外杀刺猬50个,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴341	2	1	787	\spr\item\script\item_huangjintupu.spr	38	1	1	去临安城外杀刺猬100个,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴342	2	1	788	\spr\item\script\item_huangjintupu.spr	38	1	1	去临安城外杀刺猬150个,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴343	2	1	789	\spr\item\script\item_huangjintupu.spr	38	1	1	去罗霄山杀灰狼50只,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴344	2	1	790	\spr\item\script\item_huangjintupu.spr	38	1	1	去罗霄山杀灰狼100只,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴345	2	1	791	\spr\item\script\item_huangjintupu.spr	38	1	1	去罗霄山杀灰狼150只,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴346	2	1	792	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙宫洞迷宫杀黑巾50个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴347	2	1	793	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙宫洞迷宫杀黑巾100个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴348	2	1	794	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙宫洞迷宫杀黑巾150个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴349	2	1	795	\spr\item\script\item_huangjintupu.spr	38	1	1	去两水洞迷宫杀影棍50个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴350	2	1	796	\spr\item\script\item_huangjintupu.spr	38	1	1	去两水洞迷宫杀影棍100个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴351	2	1	797	\spr\item\script\item_huangjintupu.spr	38	1	1	去两水洞迷宫杀影棍150个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴352	2	1	798	\spr\item\script\item_huangjintupu.spr	38	1	1	去孽龙洞迷宫杀平枪50个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴353	2	1	799	\spr\item\script\item_huangjintupu.spr	38	1	1	去孽龙洞迷宫杀平枪100个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴354	2	1	800	\spr\item\script\item_huangjintupu.spr	38	1	1	去孽龙洞迷宫杀平枪150个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴355	2	1	801	\spr\item\script\item_huangjintupu.spr	38	1	1	去武夷山杀雪豹50个,同伴等级要求不低于25级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴356	2	1	802	\spr\item\script\item_huangjintupu.spr	38	1	1	去武夷山杀雪豹100个,同伴等级要求不低于25级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴357	2	1	803	\spr\item\script\item_huangjintupu.spr	38	1	1	去武夷山杀雪豹150个,同伴等级要求不低于25级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴358	2	1	804	\spr\item\script\item_huangjintupu.spr	38	1	1	去玉华洞迷宫杀蓝巾50个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴359	2	1	805	\spr\item\script\item_huangjintupu.spr	38	1	1	去玉华洞迷宫杀蓝巾100个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴360	2	1	806	\spr\item\script\item_huangjintupu.spr	38	1	1	去玉华洞迷宫杀蓝巾150个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴361	2	1	807	\spr\item\script\item_huangjintupu.spr	38	1	1	去羊角洞迷宫杀髻匕50个,同伴等级要求不低于55级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴362	2	1	808	\spr\item\script\item_huangjintupu.spr	38	1	1	去羊角洞迷宫杀髻匕100个,同伴等级要求不低于55级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴363	2	1	809	\spr\item\script\item_huangjintupu.spr	38	1	1	去羊角洞迷宫杀髻匕150个,同伴等级要求不低于55级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴364	2	1	810	\spr\item\script\item_huangjintupu.spr	38	1	1	去清溪洞迷宫杀飞镰50个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴365	2	1	811	\spr\item\script\item_huangjintupu.spr	38	1	1	去清溪洞迷宫杀飞镰100个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴366	2	1	812	\spr\item\script\item_huangjintupu.spr	38	1	1	去清溪洞迷宫杀飞镰150个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴367	2	1	813	\spr\item\script\item_huangjintupu.spr	38	1	1	去临渝关杀奔雷50个,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴368	2	1	814	\spr\item\script\item_huangjintupu.spr	38	1	1	去临渝关杀奔雷50个,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴369	2	1	815	\spr\item\script\item_huangjintupu.spr	38	1	1	去临渝关杀奔雷50个,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴370	2	1	816	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山脚杀独步50个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴371	2	1	817	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山脚杀独步100个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴372	2	1	818	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山脚杀独步150个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴373	2	1	819	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山南麓杀霜刀50个,同伴等级要求不低于85级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴374	2	1	820	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山南麓杀霜刀100个,同伴等级要求不低于85级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴375	2	1	821	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山南麓杀霜刀150个,同伴等级要求不低于85级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴376	2	1	822	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山北麓杀刀斩50个,同伴等级要求不低于85级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴377	2	1	823	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山北麓杀刀斩100个,同伴等级要求不低于85级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴378	2	1	824	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山北麓杀刀斩150个,同伴等级要求不低于85级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴379	2	1	825	\spr\item\script\item_huangjintupu.spr	38	1	1	去漠北草原杀蒙古武士50个,同伴等级要求不低于85级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴380	2	1	826	\spr\item\script\item_huangjintupu.spr	38	1	1	去漠北草原杀蒙古武士100个,同伴等级要求不低于85级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴381	2	1	827	\spr\item\script\item_huangjintupu.spr	38	1	1	去漠北草原杀蒙古武士150个,同伴等级要求不低于85级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
黄金碎片	2	1	828	\spr\item\obj_item_gifts.spr	430	1	1	台湾活动道具		100	1	0	\script\mineitem\goldpiece.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
教育任务卷轴	2	1	829	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙王台打木桩30次		100	1	0	\script\mineitem\reward\reward_education.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
月光宝盒	2	1	830	\spr\item\script\zq_ygbh.spr	428	2	2	充了剑侠中秋点卡领取的礼物,右键使用后可以随机得到宝物奖励.		100	1	0	\script\mineitem\moonlight_box.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会红包	2	1	831	\spr\item\obj_item_jixiang.spr	347	1	1	武林大会奖品,右键使用后可以随机得到宝物奖励.		100	1	0	\script\mineitem\wulin_hongbao.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
浓情玫瑰花	2	1	832	\spr\item\questkey\flower.spr	431	1	1	七夕的甜蜜礼物		100	1	0	\script\mineitem\rose.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
爱恋巧克力	2	1	833	\spr\item\obj_item_gifts.spr	345	1	1	七夕的甜蜜礼物,使用后获得一定的经验奖励.<enter>累积9个也可以到江津村月老处兑换经验或物品奖励.		100	1	0	\script\mineitem\lovechocolate.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
金刚不破·同伴抗性秘籍	2	1	834	\spr\item\questkey\obj_item_lection02.spr	374	1	1	能使同伴提升"金刚不破"技能,提高同伴普防的能力<enter>每个同伴最多学习20本抗性秘籍		100	1	0	\script\mineitem\partner_skillbook_resist.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
百毒不侵·同伴抗性秘籍	2	1	835	\spr\item\questkey\obj_item_lection02.spr	374	1	1	能使同伴提升"百毒不侵"技能,提高同伴毒防的能力<enter>每个同伴最多学习20本抗性秘籍		100	1	0	\script\mineitem\partner_skillbook_resist.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
冰雪初融·同伴抗性秘籍	2	1	836	\spr\item\questkey\obj_item_lection02.spr	374	1	1	能使同伴提升"冰雪初融"技能,提高同伴冰防的能力<enter>每个同伴最多学习20本抗性秘籍		100	1	0	\script\mineitem\partner_skillbook_resist.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
真火抗力·同伴抗性秘籍	2	1	837	\spr\item\questkey\obj_item_lection02.spr	374	1	1	能使同伴提升"真火抗力"技能,提高同伴火防的能力<enter>每个同伴最多学习20本抗性秘籍		100	1	0	\script\mineitem\partner_skillbook_resist.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
雷霆护甲·同伴抗性秘籍	2	1	838	\spr\item\questkey\obj_item_lection02.spr	374	1	1	能使同伴提升"雷霆护甲"技能,提高同伴雷防的能力<enter>每个同伴最多学习20本抗性秘籍		100	1	0	\script\mineitem\partner_skillbook_resist.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
镇狱破天劲·同伴绝技秘籍	2	1	839	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升"镇狱破天劲"技能,缩短主人的中毒时间		100	1	0	\script\mineitem\partner_skillbook_ultimate.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
大悲咒·同伴绝技秘籍	2	1	840	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升"大悲咒"技能,增加主人的毒防		100	1	0	\script\mineitem\partner_skillbook_ultimate.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
炼狱腐蛊·同伴绝技秘籍	2	1	841	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升"炼狱腐蛊"技能,增加主人的雷防		100	1	0	\script\mineitem\partner_skillbook_ultimate.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
蚀骨血仞·同伴绝技秘籍	2	1	842	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升"蚀骨血仞"技能,使主人尽快从眩晕状态恢复		100	1	0	\script\mineitem\partner_skillbook_ultimate.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
逆转心经·同伴绝技秘籍	2	1	843	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升"逆转心经"技能,使主人移动速度更快		100	1	0	\script\mineitem\partner_skillbook_ultimate.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
玄冰阴气·同伴绝技秘籍	2	1	844	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升"玄冰阴气"技能,增加主人的火防		100	1	0	\script\mineitem\partner_skillbook_ultimate.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
尘空梵烬·同伴绝技秘籍	2	1	845	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升"尘空梵烬"技能,增加主人的普防		100	1	0	\script\mineitem\partner_skillbook_ultimate.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
